location,year_week,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,people_fully_vaccinated,total_vaccinations
Turkey,2024-04-08/2024-04-14,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-04-15/2024-04-21,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-04-22/2024-04-28,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-04-29/2024-05-05,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-05-06/2024-05-12,0.0,0.0,17004714.0,101419.0,,,
Turkey,2024-05-13/2024-05-19,2.0,0.0,17004716.0,101419.0,,,
Turkey,2024-05-20/2024-05-26,1.0,0.0,17004717.0,101419.0,,,
Turkey,2024-05-27/2024-06-02,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-06-03/2024-06-09,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-06-10/2024-06-16,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-06-17/2024-06-23,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-06-24/2024-06-30,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-07-01/2024-07-07,0.0,0.0,17004717.0,101419.0,,,
Turkey,2024-07-08/2024-07-14,1.0,0.0,17004718.0,101419.0,,,
Turkey,2024-07-15/2024-07-21,0.0,0.0,17004718.0,101419.0,,,
Turkey,2024-07-22/2024-07-28,0.0,0.0,17004718.0,101419.0,,,
Turkey,2024-07-29/2024-08-04,0.0,0.0,17004718.0,101419.0,,,
United Kingdom,2019-12-30/2020-01-05,0.0,0.0,0.0,0.0,,,
United Kingdom,2020-01-06/2020-01-12,0.0,0.0,0.0,0.0,,,
United Kingdom,2020-01-13/2020-01-19,0.0,0.0,0.0,0.0,,,
United Kingdom,2020-01-20/2020-01-26,0.0,0.0,0.0,0.0,,,
United Kingdom,2020-01-27/2020-02-02,1.0,1.0,1.0,1.0,,,
United Kingdom,2020-02-03/2020-02-09,20.0,1.0,21.0,2.0,,,
United Kingdom,2020-02-10/2020-02-16,11.0,0.0,32.0,2.0,,,
United Kingdom,2020-02-17/2020-02-23,3.0,0.0,35.0,2.0,,,
United Kingdom,2020-02-24/2020-03-01,33.0,1.0,68.0,3.0,,,
United Kingdom,2020-03-02/2020-03-08,311.0,6.0,379.0,9.0,0.0,0.0,0.0
United Kingdom,2020-03-09/2020-03-15,1901.0,46.0,2280.0,55.0,0.0,0.0,0.0
United Kingdom,2020-03-16/2020-03-22,5455.0,429.0,7735.0,484.0,0.0,0.0,0.0
United Kingdom,2020-03-23/2020-03-29,16046.0,2005.0,23781.0,2489.0,0.0,0.0,0.0
United Kingdom,2020-03-30/2020-04-05,28818.0,5622.0,52599.0,8111.0,0.0,0.0,0.0
United Kingdom,2020-04-06/2020-04-12,32630.0,8974.0,85229.0,17085.0,0.0,0.0,0.0
United Kingdom,2020-04-13/2020-04-19,30969.0,9082.0,116198.0,26167.0,0.0,0.0,0.0
United Kingdom,2020-04-20/2020-04-26,33506.0,7693.0,149704.0,33860.0,0.0,0.0,0.0
United Kingdom,2020-04-27/2020-05-03,31851.0,5860.0,181555.0,39720.0,0.0,0.0,0.0
United Kingdom,2020-05-04/2020-05-10,24027.0,4508.0,205582.0,44228.0,0.0,0.0,0.0
United Kingdom,2020-05-11/2020-05-17,20019.0,3240.0,225601.0,47468.0,0.0,0.0,0.0
United Kingdom,2020-05-18/2020-05-24,16906.0,2569.0,242507.0,50037.0,0.0,0.0,0.0
United Kingdom,2020-05-25/2020-05-31,11713.0,1966.0,254220.0,52003.0,0.0,0.0,0.0
United Kingdom,2020-06-01/2020-06-07,8884.0,1416.0,263104.0,53419.0,0.0,0.0,0.0
United Kingdom,2020-06-08/2020-06-14,7052.0,1034.0,270156.0,54453.0,0.0,0.0,0.0
United Kingdom,2020-06-15/2020-06-21,6892.0,746.0,277048.0,55199.0,0.0,0.0,0.0
United Kingdom,2020-06-22/2020-06-28,5270.0,635.0,282318.0,55834.0,0.0,0.0,0.0
United Kingdom,2020-06-29/2020-07-05,4275.0,456.0,286593.0,56290.0,0.0,0.0,0.0
United Kingdom,2020-07-06/2020-07-12,4283.0,353.0,290876.0,56643.0,0.0,0.0,0.0
United Kingdom,2020-07-13/2020-07-19,4340.0,253.0,295216.0,56896.0,0.0,0.0,0.0
United Kingdom,2020-07-20/2020-07-26,4969.0,206.0,300185.0,57102.0,0.0,0.0,0.0
United Kingdom,2020-07-27/2020-08-02,5524.0,175.0,305709.0,57277.0,0.0,0.0,0.0
United Kingdom,2020-08-03/2020-08-09,6418.0,145.0,312127.0,57422.0,0.0,0.0,0.0
United Kingdom,2020-08-10/2020-08-16,7797.0,151.0,319924.0,57573.0,0.0,0.0,0.0
United Kingdom,2020-08-17/2020-08-23,7728.0,113.0,327652.0,57686.0,0.0,0.0,0.0
United Kingdom,2020-08-24/2020-08-30,8854.0,100.0,336506.0,57786.0,0.0,0.0,0.0
United Kingdom,2020-08-31/2020-09-06,15523.0,87.0,352029.0,57873.0,0.0,0.0,0.0
United Kingdom,2020-09-07/2020-09-13,22634.0,116.0,374663.0,57989.0,0.0,0.0,0.0
United Kingdom,2020-09-14/2020-09-20,25850.0,189.0,400513.0,58178.0,0.0,0.0,0.0
United Kingdom,2020-09-21/2020-09-27,44393.0,266.0,444906.0,58444.0,0.0,0.0,0.0
United Kingdom,2020-09-28/2020-10-04,74110.0,412.0,519016.0,58856.0,0.0,0.0,0.0
United Kingdom,2020-10-05/2020-10-11,110514.0,588.0,629530.0,59444.0,0.0,0.0,0.0
United Kingdom,2020-10-12/2020-10-18,120078.0,910.0,749608.0,60354.0,0.0,0.0,0.0
United Kingdom,2020-10-19/2020-10-25,151561.0,1455.0,901169.0,61809.0,0.0,0.0,0.0
United Kingdom,2020-10-26/2020-11-01,153892.0,1994.0,1055061.0,63803.0,0.0,0.0,0.0
United Kingdom,2020-11-02/2020-11-08,162260.0,2558.0,1217321.0,66361.0,0.0,0.0,0.0
United Kingdom,2020-11-09/2020-11-15,175280.0,3039.0,1392601.0,69400.0,0.0,0.0,0.0
United Kingdom,2020-11-16/2020-11-22,141113.0,3296.0,1533714.0,72696.0,0.0,0.0,0.0
United Kingdom,2020-11-23/2020-11-29,106260.0,3432.0,1639974.0,76128.0,0.0,0.0,0.0
United Kingdom,2020-11-30/2020-12-06,105190.0,3287.0,1745164.0,79415.0,0.0,0.0,0.0
United Kingdom,2020-12-07/2020-12-13,138488.0,3216.0,1883652.0,82631.0,0.0,0.0,0.0
United Kingdom,2020-12-14/2020-12-20,217712.0,3617.0,2101364.0,86248.0,0.0,0.0,0.0
United Kingdom,2020-12-21/2020-12-27,243069.0,4227.0,2344433.0,90475.0,0.0,0.0,0.0
United Kingdom,2020-12-28/2021-01-03,377718.0,5231.0,2722151.0,95706.0,0.0,0.0,0.0
United Kingdom,2021-01-04/2021-01-10,422675.0,6625.0,3144826.0,102331.0,2286572.0,391399.0,2677971.0
United Kingdom,2021-01-11/2021-01-17,317881.0,8794.0,3462707.0,111125.0,4062501.0,452301.0,4514802.0
United Kingdom,2021-01-18/2021-01-24,246142.0,9723.0,3708849.0,120848.0,6573570.0,470478.0,7044048.0
United Kingdom,2021-01-25/2021-01-31,171875.0,8572.0,3880724.0,129420.0,9296367.0,494209.0,9790576.0
United Kingdom,2021-02-01/2021-02-07,130901.0,6655.0,4011625.0,136075.0,12294006.0,512581.0,12806587.0
United Kingdom,2021-02-08/2021-02-14,94014.0,5060.0,4105639.0,141135.0,15300151.0,539630.0,15839781.0
United Kingdom,2021-02-15/2021-02-21,80167.0,3864.0,4185806.0,144999.0,17723840.0,624325.0,18348165.0
United Kingdom,2021-02-22/2021-02-28,61484.0,2644.0,4247290.0,147643.0,20275451.0,815816.0,21091267.0
United Kingdom,2021-03-01/2021-03-07,41508.0,1801.0,4288798.0,149444.0,22377255.0,1142643.0,23519898.0
United Kingdom,2021-03-08/2021-03-14,40316.0,1256.0,4329114.0,150700.0,24453221.0,1610280.0,26063501.0
United Kingdom,2021-03-15/2021-03-21,38162.0,857.0,4367276.0,151557.0,27997976.0,2281384.0,30279360.0
United Kingdom,2021-03-22/2021-03-28,37987.0,654.0,4405263.0,152211.0,30445284.0,3679972.0,34125256.0
United Kingdom,2021-03-29/2021-04-04,27123.0,428.0,4432386.0,152639.0,31581623.0,5432126.0,37013749.0
United Kingdom,2021-04-05/2021-04-11,20330.0,330.0,4452716.0,152969.0,32190576.0,7656205.0,39846781.0
United Kingdom,2021-04-12/2021-04-18,17336.0,279.0,4470052.0,153248.0,32932448.0,10152039.0,43084487.0
United Kingdom,2021-04-19/2021-04-25,16722.0,228.0,4486774.0,153476.0,33752885.0,12897123.0,46650008.0
United Kingdom,2021-04-26/2021-05-02,15041.0,151.0,4501815.0,153627.0,34595304.0,15502508.0,50097812.0
United Kingdom,2021-05-03/2021-05-09,14468.0,124.0,4516283.0,153751.0,35472295.0,17856550.0,53328845.0
United Kingdom,2021-05-10/2021-05-16,15509.0,104.0,4531792.0,153855.0,36704672.0,20287403.0,56992075.0
United Kingdom,2021-05-17/2021-05-23,16918.0,82.0,4548710.0,153937.0,38070038.0,22895556.0,60965594.0
United Kingdom,2021-05-24/2021-05-30,22380.0,83.0,4571090.0,154020.0,39384055.0,25539173.0,64923228.0
United Kingdom,2021-05-31/2021-06-06,33779.0,84.0,4604869.0,154104.0,40460576.0,27921294.0,68381870.0
United Kingdom,2021-06-07/2021-06-13,49979.0,87.0,4654848.0,154191.0,41698429.0,29973779.0,71672208.0
United Kingdom,2021-06-14/2021-06-20,67059.0,100.0,4721907.0,154291.0,43127763.0,31449915.0,74577678.0
United Kingdom,2021-06-21/2021-06-27,107478.0,133.0,4829385.0,154424.0,44454511.0,32583746.0,77038257.0
United Kingdom,2021-06-28/2021-07-04,175476.0,168.0,5004861.0,154592.0,45351719.0,33726362.0,79078081.0
United Kingdom,2021-07-05/2021-07-11,225580.0,253.0,5230441.0,154845.0,45923721.0,34872131.0,80795852.0
United Kingdom,2021-07-12/2021-07-18,323274.0,328.0,5553715.0,155173.0,46314039.0,36099727.0,82413766.0
United Kingdom,2021-07-19/2021-07-25,257101.0,515.0,5810816.0,155688.0,46589211.0,37287384.0,83876595.0
United Kingdom,2021-07-26/2021-08-01,188020.0,573.0,5998836.0,156261.0,46837614.0,38440215.0,85277829.0
United Kingdom,2021-08-02/2021-08-08,193901.0,651.0,6192737.0,156912.0,47059639.0,39551538.0,86611177.0
United Kingdom,2021-08-09/2021-08-15,203157.0,650.0,6395894.0,157562.0,47333702.0,40703581.0,88037283.0
United Kingdom,2021-08-16/2021-08-22,232682.0,738.0,6628576.0,158300.0,47690741.0,41810753.0,89501494.0
United Kingdom,2021-08-23/2021-08-29,244811.0,852.0,6873387.0,159152.0,48028366.0,42723937.0,90752303.0
United Kingdom,2021-08-30/2021-09-05,258216.0,921.0,7131603.0,160073.0,48270113.0,43455083.0,91725196.0
United Kingdom,2021-09-06/2021-09-12,246171.0,1103.0,7377774.0,161176.0,48439272.0,44048093.0,92487365.0
United Kingdom,2021-09-13/2021-09-19,203289.0,1088.0,7581063.0,162264.0,48584614.0,44470772.0,93055386.0
United Kingdom,2021-09-20/2021-09-26,242060.0,1018.0,7823123.0,163282.0,48740807.0,44766571.0,93507378.0
United Kingdom,2021-09-27/2021-10-03,235286.0,895.0,8058409.0,164177.0,48956859.0,44992044.0,95254996.0
United Kingdom,2021-10-04/2021-10-10,254728.0,840.0,8313137.0,165017.0,49186920.0,45189181.0,96820110.0
United Kingdom,2021-10-11/2021-10-17,305103.0,947.0,8618240.0,165964.0,49422753.0,45377411.0,98877987.0
United Kingdom,2021-10-18/2021-10-24,329421.0,1040.0,8947661.0,167004.0,49715228.0,45561445.0,101473681.0
United Kingdom,2021-10-25/2021-10-31,285143.0,1227.0,9232804.0,168231.0,49987325.0,45712351.0,103814905.0
United Kingdom,2021-11-01/2021-11-07,251477.0,1234.0,9484281.0,169465.0,50262735.0,45852677.0,106417956.0
United Kingdom,2021-11-08/2021-11-14,266098.0,1119.0,9750379.0,170584.0,50582504.0,46027909.0,109471164.0
United Kingdom,2021-11-15/2021-11-21,295358.0,1023.0,10045737.0,171607.0,50777474.0,46168300.0,112277085.0
United Kingdom,2021-11-22/2021-11-28,301042.0,940.0,10346779.0,172547.0,50941327.0,46341057.0,115179248.0
United Kingdom,2021-11-29/2021-12-05,335799.0,941.0,10682578.0,173488.0,51118266.0,46557413.0,118256323.0
United Kingdom,2021-12-06/2021-12-12,364101.0,940.0,11046679.0,174428.0,51279167.0,46775202.0,121616098.0
United Kingdom,2021-12-13/2021-12-19,606364.0,876.0,11653043.0,175304.0,51498034.0,47051876.0,127528154.0
United Kingdom,2021-12-20/2021-12-26,921736.0,855.0,12574779.0,176159.0,51663356.0,47271068.0,131427743.0
United Kingdom,2021-12-27/2022-01-02,1292071.0,985.0,13866850.0,177144.0,51801494.0,47453494.0,133477149.0
United Kingdom,2022-01-03/2022-01-09,1320332.0,1360.0,15187182.0,178504.0,51974605.0,47718730.0,135357499.0
United Kingdom,2022-01-10/2022-01-16,723565.0,1648.0,15910747.0,180152.0,52117863.0,47963133.0,136554312.0
United Kingdom,2022-01-17/2022-01-23,730232.0,1650.0,16640979.0,181802.0,52236574.0,48195145.0,137372778.0
United Kingdom,2022-01-24/2022-01-30,713559.0,1482.0,17354538.0,183284.0,52345158.0,48416498.0,138064677.0
United Kingdom,2022-01-31/2022-02-06,588540.0,1324.0,17943078.0,184608.0,52437297.0,48594494.0,138585207.0
United Kingdom,2022-02-07/2022-02-13,420192.0,1037.0,18363270.0,185645.0,52514094.0,48758907.0,139059236.0
United Kingdom,2022-02-14/2022-02-20,316060.0,947.0,18679330.0,186592.0,52573589.0,48885893.0,139482283.0
United Kingdom,2022-02-21/2022-02-27,251631.0,845.0,18930961.0,187437.0,52628660.0,49000222.0,139840793.0
United Kingdom,2022-02-28/2022-03-06,277241.0,796.0,19208202.0,188233.0,52672968.0,49106830.0,140156950.0
United Kingdom,2022-03-07/2022-03-13,437488.0,778.0,19645690.0,189011.0,52708425.0,49209241.0,140668555.0
United Kingdom,2022-03-14/2022-03-20,581248.0,951.0,20226938.0,189962.0,52747246.0,49312977.0,140956797.0
United Kingdom,2022-03-21/2022-03-27,606372.0,1176.0,20833310.0,191138.0,52783242.0,49393056.0,141763443.0
United Kingdom,2022-03-28/2022-04-03,478671.0,1272.0,21311981.0,192410.0,52826860.0,49478287.0,142569737.0
United Kingdom,2022-04-04/2022-04-10,299046.0,1426.0,21611027.0,193836.0,52925734.0,49556712.0,143529693.0
United Kingdom,2022-04-11/2022-04-17,209920.0,1340.0,21820947.0,195176.0,53035858.0,49625700.0,144320958.0
United Kingdom,2022-04-18/2022-04-24,146688.0,1137.0,21967635.0,196313.0,53152044.0,49697444.0,145345291.0
United Kingdom,2022-04-25/2022-05-01,94269.0,904.0,22061904.0,197217.0,53242209.0,49762476.0,146229228.0
United Kingdom,2022-05-02/2022-05-08,73460.0,712.0,22135364.0,197929.0,53317460.0,49821051.0,146883684.0
United Kingdom,2022-05-09/2022-05-15,60338.0,592.0,22195702.0,198521.0,53382948.0,49877776.0,147509967.0
United Kingdom,2022-05-16/2022-05-22,52075.0,441.0,22247777.0,198962.0,53436647.0,49925517.0,148014472.0
United Kingdom,2022-05-23/2022-05-29,42463.0,346.0,22290240.0,199308.0,53472488.0,49986833.0,148435348.0
United Kingdom,2022-05-30/2022-06-05,44731.0,266.0,22334971.0,199574.0,53505425.0,50025632.0,148687238.0
United Kingdom,2022-06-06/2022-06-12,74352.0,258.0,22409323.0,199832.0,53539970.0,50069860.0,148981299.0
United Kingdom,2022-06-13/2022-06-19,96164.0,299.0,22505487.0,200131.0,53568338.0,50111302.0,149223290.0
United Kingdom,2022-06-20/2022-06-26,130271.0,380.0,22635758.0,200511.0,53601172.0,50160206.0,149554065.0
United Kingdom,2022-06-27/2022-07-03,160214.0,513.0,22795972.0,201024.0,53629719.0,50227780.0,149868716.0
United Kingdom,2022-07-04/2022-07-10,195623.0,679.0,22991595.0,201703.0,53656588.0,50307273.0,150111688.0
United Kingdom,2022-07-11/2022-07-17,166429.0,873.0,23158024.0,202576.0,53679207.0,50383625.0,150327814.0
United Kingdom,2022-07-18/2022-07-24,110346.0,1067.0,23268370.0,203643.0,53700196.0,50454742.0,150510870.0
United Kingdom,2022-07-25/2022-07-31,74614.0,852.0,23342984.0,204495.0,53723887.0,50526813.0,150693815.0
United Kingdom,2022-08-01/2022-08-07,56953.0,649.0,23399937.0,205144.0,53742609.0,50582531.0,150845549.0
United Kingdom,2022-08-08/2022-08-14,45624.0,636.0,23445561.0,205780.0,53757748.0,50627204.0,150956970.0
United Kingdom,2022-08-15/2022-08-21,35449.0,530.0,23481010.0,206310.0,53778336.0,50671638.0,151070146.0
United Kingdom,2022-08-22/2022-08-28,29390.0,425.0,23510400.0,206735.0,53794738.0,50714263.0,151172487.0
United Kingdom,2022-08-29/2022-09-04,29213.0,383.0,23539613.0,207118.0,53806963.0,50745901.0,151271281.0
United Kingdom,2022-09-05/2022-09-11,28943.0,324.0,23568556.0,207442.0,53813491.0,50762968.0,138462831.0
United Kingdom,2022-09-12/2022-09-18,31812.0,305.0,23600368.0,207747.0,49273931.0,46496971.0,139835364.0
United Kingdom,2022-09-19/2022-09-25,42707.0,320.0,23643075.0,208067.0,49282960.0,46515200.0,141503140.0
United Kingdom,2022-09-26/2022-10-02,53755.0,417.0,23696830.0,208484.0,49293836.0,46536053.0,143560378.0
United Kingdom,2022-10-03/2022-10-09,67496.0,617.0,23764326.0,209101.0,49306576.0,46552481.0,145660628.0
United Kingdom,2022-10-10/2022-10-16,60442.0,751.0,23824768.0,209852.0,49319225.0,46575944.0,148205817.0
United Kingdom,2022-10-17/2022-10-23,52930.0,778.0,23877698.0,210630.0,49331433.0,46596337.0,150455188.0
United Kingdom,2022-10-24/2022-10-30,37668.0,725.0,23915366.0,211355.0,49345835.0,46622716.0,152216584.0
United Kingdom,2022-10-31/2022-11-06,28331.0,625.0,23943697.0,211980.0,47925439.0,46638570.0,153695851.0
United Kingdom,2022-11-07/2022-11-13,23756.0,471.0,23967453.0,212451.0,47934222.0,46653921.0,154829383.0
United Kingdom,2022-11-14/2022-11-20,21872.0,398.0,23989325.0,212849.0,47942624.0,46669566.0,155649348.0
United Kingdom,2022-11-21/2022-11-27,22911.0,387.0,24012236.0,213236.0,47950767.0,46684108.0,156254054.0
United Kingdom,2022-11-28/2022-12-04,26105.0,374.0,24038341.0,213610.0,47954574.0,46693340.0,156651770.0
United Kingdom,2022-12-05/2022-12-11,31048.0,450.0,24069389.0,214060.0,45370509.0,46697978.0,156956652.0
United Kingdom,2022-12-12/2022-12-18,41009.0,522.0,24110398.0,214582.0,45374671.0,46704674.0,157175402.0
United Kingdom,2022-12-19/2022-12-25,48639.0,763.0,24159037.0,215345.0,45379032.0,44243851.0,157295238.0
United Kingdom,2022-12-26/2023-01-01,41644.0,971.0,24200681.0,216316.0,47972298.0,46717802.0,157349789.0
United Kingdom,2023-01-02/2023-01-08,33390.0,951.0,24234071.0,217267.0,49404736.0,46726626.0,157461242.0
United Kingdom,2023-01-09/2023-01-15,19533.0,817.0,24253604.0,218084.0,49410014.0,46735133.0,157562647.0
United Kingdom,2023-01-16/2023-01-22,14136.0,679.0,24267740.0,218763.0,49415681.0,46743936.0,157636181.0
United Kingdom,2023-01-23/2023-01-29,16501.0,529.0,24284241.0,219292.0,49419418.0,46751385.0,157699767.0
United Kingdom,2023-01-30/2023-02-05,21190.0,493.0,24305431.0,219785.0,49423716.0,46758182.0,157756995.0
United Kingdom,2023-02-06/2023-02-12,23225.0,475.0,24328656.0,220260.0,49427807.0,46765692.0,157847353.0
United Kingdom,2023-02-13/2023-02-19,27956.0,495.0,24356612.0,220755.0,49430452.0,46772139.0,157867676.0
United Kingdom,2023-02-20/2023-02-26,27843.0,519.0,24384455.0,221274.0,49432228.0,46776689.0,157879368.0
United Kingdom,2023-02-27/2023-03-05,27238.0,582.0,24411693.0,221856.0,49434100.0,46779725.0,157887165.0
United Kingdom,2023-03-06/2023-03-12,29418.0,665.0,24441111.0,222521.0,49435333.0,46782734.0,157894903.0
United Kingdom,2023-03-13/2023-03-19,33341.0,713.0,24474452.0,223234.0,49437382.0,46785364.0,157899869.0
United Kingdom,2023-03-20/2023-03-26,31649.0,739.0,24506101.0,223973.0,49438713.0,46787521.0,157905805.0
United Kingdom,2023-03-27/2023-04-02,25172.0,691.0,24531273.0,224664.0,49439219.0,46788138.0,157907863.0
United Kingdom,2023-04-03/2023-04-09,16894.0,605.0,24548167.0,225269.0,46847368.0,44311671.0,149365311.0
United Kingdom,2023-04-10/2023-04-16,14917.0,550.0,24563084.0,225819.0,45417090.0,42951064.0,144952823.0
United Kingdom,2023-04-17/2023-04-23,12823.0,520.0,24575907.0,226339.0,46847406.0,44311730.0,150267784.0
United Kingdom,2023-04-24/2023-04-30,11492.0,406.0,24587399.0,226745.0,46847428.0,44311760.0,151064982.0
United Kingdom,2023-05-01/2023-05-07,11103.0,354.0,24598502.0,227099.0,46847654.0,44311849.0,151581167.0
United Kingdom,2023-05-08/2023-05-14,8978.0,320.0,24607480.0,227419.0,46847752.0,44311959.0,152158756.0
United Kingdom,2023-05-15/2023-05-21,7493.0,277.0,24614973.0,227696.0,45417090.0,44311979.0,152663269.0
United Kingdom,2023-05-22/2023-05-28,6759.0,236.0,24621732.0,227932.0,45417090.0,42951064.0,153046322.0
United Kingdom,2023-05-29/2023-06-04,5261.0,199.0,24626993.0,228131.0,46847767.0,44312008.0,153286598.0
United Kingdom,2023-06-05/2023-06-11,4895.0,171.0,24631888.0,228302.0,45417090.0,42951064.0,153520246.0
United Kingdom,2023-06-12/2023-06-18,3620.0,187.0,24635508.0,228489.0,46847767.0,44312018.0,153709766.0
United Kingdom,2023-06-19/2023-06-25,2804.0,115.0,24638312.0,228604.0,46847770.0,44312029.0,153879692.0
United Kingdom,2023-06-26/2023-07-02,2194.0,103.0,24640506.0,228707.0,45417090.0,44312049.0,153994049.0
United Kingdom,2023-07-03/2023-07-09,2455.0,75.0,24642961.0,228782.0,45417090.0,44312056.0,153998590.0
United Kingdom,2023-07-10/2023-07-16,3114.0,65.0,24646075.0,228847.0,46847778.0,44312065.0,4600649.0
United Kingdom,2023-07-17/2023-07-23,3618.0,65.0,24649693.0,228912.0,0.0,0.0,0.0
United Kingdom,2023-07-24/2023-07-30,4677.0,84.0,24654370.0,228996.0,0.0,0.0,0.0
United Kingdom,2023-07-31/2023-08-06,6313.0,103.0,24660683.0,229099.0,0.0,0.0,0.0
United Kingdom,2023-08-07/2023-08-13,7777.0,141.0,24668460.0,229240.0,0.0,0.0,0.0
United Kingdom,2023-08-14/2023-08-20,8546.0,206.0,24677006.0,229446.0,0.0,0.0,0.0
United Kingdom,2023-08-21/2023-08-27,8988.0,228.0,24685994.0,229674.0,0.0,0.0,0.0
United Kingdom,2023-08-28/2023-09-03,10471.0,197.0,24696465.0,229871.0,0.0,0.0,0.0
United Kingdom,2023-09-04/2023-09-10,13933.0,287.0,24710398.0,230158.0,0.0,0.0,0.0
United Kingdom,2023-09-11/2023-09-17,12273.0,303.0,24722671.0,230461.0,0.0,0.0,0.0
United Kingdom,2023-09-18/2023-09-24,13562.0,266.0,24736233.0,230727.0,0.0,0.0,0.0
United Kingdom,2023-09-25/2023-10-01,17422.0,289.0,24753655.0,231016.0,0.0,0.0,0.0
United Kingdom,2023-10-02/2023-10-08,17083.0,344.0,24770738.0,231360.0,0.0,0.0,0.0
United Kingdom,2023-10-09/2023-10-15,13260.0,364.0,24783998.0,231724.0,0.0,0.0,0.0
United Kingdom,2023-10-16/2023-10-22,9271.0,388.0,24793269.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-10-23/2023-10-29,7325.0,0.0,24800594.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-10-30/2023-11-05,6597.0,0.0,24807191.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-11-06/2023-11-12,4868.0,0.0,24812059.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-11-13/2023-11-19,5221.0,0.0,24817280.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-11-20/2023-11-26,4731.0,0.0,24822011.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-11-27/2023-12-03,5389.0,0.0,24827400.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-12-04/2023-12-10,7541.0,0.0,24834941.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-12-11/2023-12-17,9462.0,0.0,24844403.0,232112.0,0.0,0.0,0.0
United Kingdom,2023-12-18/2023-12-24,10703.0,0.0,24855106.0,232112.0,,,
United Kingdom,2023-12-25/2023-12-31,10153.0,0.0,24865259.0,232112.0,,,
United Kingdom,2024-01-01/2024-01-07,8845.0,0.0,24874104.0,232112.0,,,
United Kingdom,2024-01-08/2024-01-14,6753.0,0.0,24880857.0,232112.0,,,
United Kingdom,2024-01-15/2024-01-21,6538.0,0.0,24887395.0,232112.0,,,
United Kingdom,2024-01-22/2024-01-28,6597.0,0.0,24893992.0,232112.0,,,
United Kingdom,2024-01-29/2024-02-04,5155.0,0.0,24899147.0,232112.0,,,
United Kingdom,2024-02-05/2024-02-11,4066.0,0.0,24903213.0,232112.0,,,
United Kingdom,2024-02-12/2024-02-18,2877.0,0.0,24906090.0,232112.0,,,
United Kingdom,2024-02-19/2024-02-25,1977.0,0.0,24908067.0,232112.0,,,
United Kingdom,2024-02-26/2024-03-03,1570.0,0.0,24909637.0,232112.0,,,
United Kingdom,2024-03-04/2024-03-10,1603.0,0.0,24911240.0,232112.0,,,
United Kingdom,2024-03-11/2024-03-17,1717.0,0.0,24912957.0,232112.0,,,
United Kingdom,2024-03-18/2024-03-24,1502.0,0.0,24914459.0,232112.0,,,
United Kingdom,2024-03-25/2024-03-31,1456.0,0.0,24915915.0,232112.0,,,
United Kingdom,2024-04-01/2024-04-07,1577.0,0.0,24917492.0,232112.0,,,
United Kingdom,2024-04-08/2024-04-14,1480.0,0.0,24918972.0,232112.0,,,
United Kingdom,2024-04-15/2024-04-21,1625.0,0.0,24920597.0,232112.0,,,
United Kingdom,2024-04-22/2024-04-28,2050.0,0.0,24922647.0,232112.0,,,
United Kingdom,2024-04-29/2024-05-05,2847.0,0.0,24925494.0,232112.0,,,
United Kingdom,2024-05-06/2024-05-12,2949.0,0.0,24928443.0,232112.0,,,
United Kingdom,2024-05-13/2024-05-19,2597.0,0.0,24931040.0,232112.0,,,
United Kingdom,2024-05-20/2024-05-26,2282.0,0.0,24933322.0,232112.0,,,
United Kingdom,2024-05-27/2024-06-02,2413.0,0.0,24935735.0,232112.0,,,
United Kingdom,2024-06-03/2024-06-09,2872.0,0.0,24938607.0,232112.0,,,
United Kingdom,2024-06-10/2024-06-16,3843.0,0.0,24942450.0,232112.0,,,
United Kingdom,2024-06-17/2024-06-23,4843.0,0.0,24947293.0,232112.0,,,
United Kingdom,2024-06-24/2024-06-30,4846.0,0.0,24952139.0,232112.0,,,
United Kingdom,2024-07-01/2024-07-07,4706.0,0.0,24956845.0,232112.0,,,
United Kingdom,2024-07-08/2024-07-14,5215.0,0.0,24962060.0,232112.0,,,
United Kingdom,2024-07-15/2024-07-21,5038.0,0.0,24967098.0,232112.0,,,
United Kingdom,2024-07-22/2024-07-28,4131.0,0.0,24971229.0,232112.0,,,
United Kingdom,2024-07-29/2024-08-04,3400.0,0.0,24974629.0,232112.0,,,
United States,2019-12-30/2020-01-05,0.0,0.0,0.0,0.0,,,
United States,2020-01-06/2020-01-12,0.0,0.0,0.0,0.0,,,
United States,2020-01-13/2020-01-19,0.0,0.0,0.0,0.0,,,
